line_number,trans_date_trans_time,merchant,category,amt,gender,city,state,city_pop,job,unix_time,is_fraud,age
196,2019-01-07 22:45:07,"fraud_Pouros, Walker and Spencer",kids_pets,57.01,F,Dunlevy,PA,427,Mining engineer,1325976307,0,73
197,2019-01-07 23:12:52,"fraud_Schmeler, Bashirian and Price",shopping_net,2.39,F,Phenix City,AL,59744,Chemical engineer,1325977972,0,40
198,2019-01-07 23:48:52,fraud_Schmeler-Howe,personal_care,7.92,M,Westport,KY,564,Pensions consultant,1325980132,0,28
199,2019-01-08 00:29:28,fraud_O'Keefe-Hudson,grocery_pos,140.66,M,Amorita,OK,83,Barrister's clerk,1325982568,0,66
200,2019-01-08 01:19:43,"fraud_Rohan, White and Aufderhar",misc_net,9.01,M,Deadwood,SD,1979,Multimedia programmer,1325985583,0,54
201,2019-01-08 02:01:53,fraud_Heller-Langosh,gas_transport,49.01,M,Hudson,NY,17867,Travel agency manager,1325988113,0,26
202,2019-01-08 02:55:39,fraud_Jewess LLC,shopping_pos,134.78,M,Hewitt,WI,828,Arts development officer,1325991339,0,33
203,2019-01-08 03:33:38,fraud_Murray Ltd,grocery_net,67.7,F,Rock Springs,WY,27971,Music therapist,1325993618,0,40
204,2019-01-08 04:23:51,fraud_Sporer Inc,gas_transport,51.21,M,Elizabeth,NJ,124967,Operational researcher,1325996631,0,43
205,2019-01-08 05:15:57,"fraud_Mosciski, Gislason and Mertz",grocery_pos,193.01,F,Phenix City,AL,59744,Chemical engineer,1325999757,0,40
206,2019-01-08 06:08:35,"fraud_Olson, Becker and Koch",gas_transport,92.79,M,Greenwich,NJ,804,Insurance risk surveyor,1326002915,0,59
207,2019-01-08 06:56:29,fraud_Bednar Group,misc_net,6.64,M,Holliday,TX,2317,Chief Technology Officer,1326005789,0,60
208,2019-01-08 07:48:40,fraud_Auer-Mosciski,grocery_pos,58.67,M,Sachse,TX,20328,Site engineer,1326008920,0,39
209,2019-01-08 08:29:41,"fraud_Raynor, Reinger and Hagenes",gas_transport,74.04,F,Noonan,ND,248,Industrial/product designer,1326011381,0,56
210,2019-01-08 09:10:47,fraud_Emard Inc,gas_transport,48.85,M,Port Costa,CA,198,Armed forces training and education officer,1326013847,0,65
211,2019-01-08 10:07:05,fraud_Bahringer-Larson,grocery_net,73.64,M,Lohrville,IA,695,Administrator,1326017225,0,70
212,2019-01-08 10:52:48,fraud_Kris-Padberg,shopping_pos,164.08,M,Bolivar,PA,1770,"Administrator, local government",1326019968,0,30
213,2019-01-08 11:47:21,fraud_Lynch Ltd,shopping_pos,2.9,M,Spearsville,LA,1758,"Psychologist, forensic",1326023241,0,67
214,2019-01-08 12:16:50,fraud_Friesen Ltd,health_fitness,6.59,M,Port Costa,CA,198,Armed forces training and education officer,1326025010,0,65
215,2019-01-08 12:46:48,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,2.74,F,Hahira,GA,10295,"Teacher, special educational needs",1326026808,0,26
216,2019-01-08 13:18:55,fraud_Labadie LLC,personal_care,32.66,F,Lakeport,CA,11256,Podiatrist,1326028735,0,52
217,2019-01-08 13:48:52,fraud_O'Hara-Wilderman,food_dining,55.64,F,West Columbia,SC,52126,Chemical engineer,1326030532,0,95
218,2019-01-08 14:19:54,fraud_Hickle Group,shopping_pos,2.87,M,Glendale,CA,172817,Advertising account planner,1326032394,0,42
219,2019-01-08 14:57:18,fraud_Hermann and Sons,shopping_pos,113.75,F,Superior,AZ,2872,Petroleum engineer,1326034638,0,37
220,2019-01-08 15:33:57,fraud_Johns-Hoeger,entertainment,91.92,M,Monmouth Beach,NJ,3279,Health promotion specialist,1326036837,0,46
221,2019-01-08 16:07:00,fraud_Kuhic LLC,shopping_net,4.09,M,Leo,IN,5341,Biomedical engineer,1326038820,0,30
222,2019-01-08 16:39:24,"fraud_Bernhard, Grant and Langworth",shopping_pos,147.13,F,Colorado Springs,CO,525713,Museum/gallery exhibitions officer,1326040764,0,32
223,2019-01-08 17:06:54,"fraud_Douglas, Schneider and Turner",shopping_pos,5.66,F,Moro,IL,2401,"Buyer, industrial",1326042414,0,52
224,2019-01-08 17:42:08,fraud_Kassulke Inc,entertainment,185.95,F,Irvine,PA,528,Chief Marketing Officer,1326044528,0,52
225,2019-01-08 18:15:35,fraud_Skiles LLC,home,65.75,M,Marienville,PA,4172,"Copywriter, advertising",1326046535,0,62
226,2019-01-08 18:41:11,"fraud_Reichel, Bradtke and Blanda",travel,8.75,F,Pembroke Township,IL,2135,"Psychotherapist, child",1326048071,0,20
227,2019-01-08 19:16:37,"fraud_Langworth, Boehm and Gulgowski",shopping_net,2.28,F,Grimesland,NC,5903,Manufacturing systems engineer,1326050197,0,31
228,2019-01-08 19:44:28,"fraud_Gutmann, McLaughlin and Wiza",home,37.51,F,Walnut Ridge,AR,7155,"Engineer, control and instrumentation",1326051868,0,47
229,2019-01-08 20:16:17,fraud_Bogisich-Weimann,kids_pets,3.63,M,Rock Tavern,NY,2258,Building surveyor,1326053777,0,87
230,2019-01-08 20:45:32,fraud_Hills-Witting,shopping_net,7.58,F,Heart Butte,MT,743,Water engineer,1326055532,0,52
231,2019-01-08 21:12:46,"fraud_Hintz, Bauch and Smith",health_fitness,92.37,F,Goodrich,MI,6951,Learning disability nurse,1326057166,0,39
232,2019-01-08 21:50:32,fraud_Altenwerth-Kilback,home,39.69,M,Harrodsburg,IN,76,Social researcher,1326059432,0,69
233,2019-01-08 22:21:34,fraud_Pacocha-Bauch,shopping_pos,110.1,F,Kilgore,TX,24536,Multimedia programmer,1326061294,0,41
234,2019-01-08 22:49:27,fraud_Abshire PLC,entertainment,17.85,M,Wales,AK,145,"Administrator, education",1326062967,0,85
235,2019-01-08 23:22:26,fraud_Terry Ltd,home,5.23,M,New Holstein,WI,5196,Child psychotherapist,1326064946,0,46
236,2019-01-08 23:49:53,"fraud_Witting, Beer and Ernser",home,83.06,M,Doe Hill,VA,99,Dance movement psychotherapist,1326066593,0,38
237,2019-01-09 00:47:46,fraud_Kutch LLC,gas_transport,63.75,F,Jelm,WY,100,Public librarian,1326070066,0,50
238,2019-01-09 02:06:17,"fraud_Douglas, Schneider and Turner",shopping_pos,2.69,M,Parks,AZ,759,"Geologist, engineering",1326074777,0,67
239,2019-01-09 03:54:22,fraud_Price Inc,shopping_net,4.19,M,Mesa,ID,129,Cartographer,1326081262,0,59
240,2019-01-09 05:53:26,fraud_Erdman-Kertzmann,gas_transport,64.9,M,Utica,KS,269,Product/process development scientist,1326088406,0,62
241,2019-01-09 07:27:20,fraud_Hudson-Ratke,grocery_pos,98.73,M,Lamberton,MN,1507,Land/geomatics surveyor,1326094040,0,31
242,2019-01-09 09:17:14,fraud_Kuhn Group,food_dining,41.79,F,Grand Ridge,FL,3699,Art gallery manager,1326100634,0,76
243,2019-01-09 10:50:12,fraud_Prohaska-Murray,gas_transport,95.91,F,Bristol,PA,21125,"Administrator, charities/voluntary organisations",1326106212,0,39
244,2019-01-09 12:14:47,fraud_Dickinson Ltd,personal_care,98.89,M,Orient,NY,743,Video editor,1326111287,0,56
245,2019-01-09 13:34:53,fraud_Kilback and Sons,entertainment,14.72,M,Cedar,MI,3096,"Social research officer, government",1326116093,0,49
246,2019-01-09 14:30:58,fraud_Barrows PLC,shopping_pos,144.24,F,Newhall,CA,34882,Health physicist,1326119458,0,53
247,2019-01-09 15:23:41,fraud_Shields-Wunsch,health_fitness,6.39,F,Odessa,MO,9512,Clinical research associate,1326122621,0,51
248,2019-01-09 16:26:10,fraud_Haag-Blanda,food_dining,6.18,F,Ranier,MN,136,Ceramics designer,1326126370,0,24
249,2019-01-09 17:35:36,fraud_Dickinson Ltd,personal_care,37.85,F,Lanark Village,FL,217,Television production assistant,1326130536,0,34
250,2019-01-09 18:37:10,fraud_Terry-Huel,shopping_net,2.44,M,Bowdoin,ME,3224,"Engineer, electronics",1326134230,0,27
251,2019-01-09 19:36:09,"fraud_Armstrong, Walter and Gottlieb",food_dining,14.89,M,Fulton,OH,267,Facilities manager,1326137769,0,19
252,2019-01-09 20:41:19,fraud_Schaefer Ltd,kids_pets,153.5,F,Altonah,UT,302,"Sales professional, IT",1326141679,0,34
253,2019-01-09 21:46:43,"fraud_Bradtke, Torp and Bahringer",personal_care,41.91,F,Grover,NC,5621,Toxicologist,1326145603,0,51
254,2019-01-09 22:47:57,fraud_Beier and Sons,home,8.52,M,Union,WV,2443,Chartered public finance accountant,1326149277,0,83
255,2019-01-09 23:36:50,fraud_Spencer-Runolfsson,misc_pos,60.61,F,Hedrick,IA,1583,Geochemist,1326152210,0,25
256,2019-01-10 01:01:53,fraud_Heidenreich PLC,grocery_pos,216.92,F,Moriches,NY,3285,"Research officer, trade union",1326157313,0,36
257,2019-01-10 02:51:40,"fraud_Casper, Hand and Zulauf",grocery_pos,159.85,M,Luray,MO,519,Town planner,1326163900,0,58
258,2019-01-10 04:28:40,fraud_Kiehn Inc,grocery_pos,227.17,F,Moundsville,WV,16183,Physiotherapist,1326169720,0,47
259,2019-01-10 06:03:49,fraud_Smitham-Boehm,grocery_net,56.07,M,Summerfield,TX,53,Fisheries officer,1326175429,0,32
260,2019-01-10 07:46:42,"fraud_Olson, Becker and Koch",gas_transport,101.91,M,Johns Island,SC,20478,Materials engineer,1326181602,0,27
261,2019-01-10 09:47:18,"fraud_Lehner, Reichert and Mills",misc_pos,78.94,F,Fields Landing,CA,276,"Scientist, audiological",1326188838,0,95
262,2019-01-10 11:17:37,fraud_Harris Inc,gas_transport,64.69,F,Karnack,TX,2807,Chiropodist,1326194257,0,93
263,2019-01-10 12:37:58,fraud_Heller PLC,health_fitness,74.49,M,Dumont,CO,565,Mental health nurse,1326199078,0,46
264,2019-01-10 13:20:02,fraud_Zboncak LLC,food_dining,46.3,F,Wetmore,MI,765,Immunologist,1326201602,0,52
265,2019-01-10 14:01:53,fraud_Brown-Greenholt,entertainment,159.43,F,Ruidoso,NM,8874,Licensed conveyancer,1326204113,0,24
266,2019-01-10 14:52:01,"fraud_Hermiston, Russel and Price",food_dining,93.18,M,Parkers Lake,KY,1565,"Designer, industrial/product",1326207121,0,56
267,2019-01-10 15:55:15,fraud_Schuppe LLC,entertainment,139.07,F,Drakes Branch,VA,1970,Energy engineer,1326210915,0,39
268,2019-01-10 16:57:53,"fraud_Bahringer, Bergnaum and Quitzon",home,111.21,F,Diamond,OH,2644,"Engineer, biomedical",1326214673,0,41
269,2019-01-10 17:50:08,fraud_Botsford Ltd,shopping_pos,6.21,F,East Canaan,CT,647,Comptroller,1326217808,0,37
270,2019-01-10 18:49:07,fraud_Lynch Ltd,shopping_pos,144.03,F,Baton Rouge,LA,378909,"Designer, furniture",1326221347,0,47
271,2019-01-10 19:39:12,fraud_White and Sons,home,33.39,F,Greendale,WI,13973,Logistics and distribution manager,1326224352,0,43
272,2019-01-10 20:36:24,fraud_Cruickshank-Mills,entertainment,181.94,F,Creedmoor,NC,12335,Chief Strategy Officer,1326227784,0,37
273,2019-01-10 21:24:46,fraud_Pacocha-Weissnat,kids_pets,40.47,M,Fiddletown,CA,832,Immigration officer,1326230686,0,37
274,2019-01-10 22:08:39,fraud_Bernier and Sons,kids_pets,40.6,F,Phoenix,AZ,1312922,Contractor,1326233319,0,43
275,2019-01-10 23:02:58,"fraud_Roberts, Ryan and Smith",personal_care,15.1,F,Pembroke Township,IL,2135,"Psychotherapist, child",1326236578,0,20
276,2019-01-11 00:12:25,fraud_Bogisich Inc,grocery_pos,109.27,M,Burbank,OK,471,Sub,1326240745,0,83
277,2019-01-11 01:31:59,fraud_Schmitt Ltd,misc_net,147.93,F,Jermyn,PA,6508,Training and development officer,1326245519,0,43
278,2019-01-11 02:46:55,"fraud_Robel, Cummerata and Prosacco",gas_transport,8.18,M,Harborcreek,PA,2518,Event organiser,1326250015,1,78
279,2019-01-11 04:02:01,fraud_Conroy Ltd,shopping_pos,4.7,M,West Chazy,NY,4778,Engineering geologist,1326254521,0,70
280,2019-01-11 05:12:52,fraud_Hackett-Lueilwitz,grocery_pos,87.78,M,Graniteville,VT,970,Agricultural consultant,1326258772,0,31
281,2019-01-11 06:12:49,"fraud_Rodriguez, Yost and Jenkins",misc_net,1.15,M,Jackson,MS,233060,"Horticulturist, commercial",1326262369,0,52
282,2019-01-11 07:14:20,fraud_Kutch and Sons,grocery_pos,113.94,M,Livonia,MI,96942,Horticultural consultant,1326266060,0,59
283,2019-01-11 08:25:30,fraud_Bartoletti-Wunsch,gas_transport,53.77,M,Monetta,SC,1514,Chief Strategy Officer,1326270330,0,58
284,2019-01-11 09:38:13,fraud_Gleason-Macejkovic,shopping_net,108.58,M,West Hartford,VT,140,"Development worker, community",1326274693,0,35
285,2019-01-11 11:02:20,"fraud_Schultz, Simonis and Little",grocery_pos,113.75,M,Belmond,IA,3032,Community pharmacist,1326279740,0,60
286,2019-01-11 12:15:08,fraud_Emmerich-Rau,personal_care,170.39,M,Ozawkie,KS,2661,Theatre director,1326284108,0,76
287,2019-01-11 13:14:22,fraud_Herman Inc,misc_pos,7.55,F,Cottekill,NY,722,Comptroller,1326287662,0,34
288,2019-01-11 14:05:05,"fraud_Crist, Jakubowski and Littel",home,43.84,F,Texarkana,AR,36438,Surgeon,1326290705,0,39
289,2019-01-11 14:57:15,fraud_Schuppe LLC,entertainment,22.5,F,Creedmoor,NC,12335,Chief Strategy Officer,1326293835,0,37
290,2019-01-11 15:46:41,fraud_Kutch-Ferry,home,121.11,M,Norwalk,OH,23805,Copy,1326296801,0,54
291,2019-01-11 16:42:02,"fraud_Ruecker, Beer and Collier",shopping_net,1.43,M,Norwalk,CA,105549,Firefighter,1326300122,0,51
292,2019-01-11 17:35:57,"fraud_Pouros, Walker and Spencer",kids_pets,33.68,F,Lowell,OR,1420,Systems analyst,1326303357,0,59
293,2019-01-11 18:25:26,fraud_Berge-Ullrich,home,89.06,M,Burns Flat,OK,2142,Politician's assistant,1326306326,0,48
294,2019-01-11 19:20:46,fraud_Kassulke Inc,entertainment,74.48,M,Fort Washakie,WY,1645,Freight forwarder,1326309646,0,48
295,2019-01-11 20:07:18,fraud_Connelly-Carter,home,112.38,F,Bay Minette,AL,19090,Science writer,1326312438,0,95
296,2019-01-11 21:00:56,"fraud_Douglas, DuBuque and McKenzie",travel,3.8,F,Phoenix,AZ,1312922,Counselling psychologist,1326315656,0,25
297,2019-01-11 21:55:35,fraud_Leffler-Goldner,personal_care,2.31,M,Ozawkie,KS,2661,Theatre director,1326318935,0,76
298,2019-01-11 22:49:53,fraud_Deckow-Dare,food_dining,72.71,F,Bauxite,AR,4074,"Scientist, audiological",1326322193,0,48
299,2019-01-11 23:33:06,fraud_Ruecker-Mayert,kids_pets,86.73,F,Eureka,IL,6713,Archivist,1326324786,0,79
300,2019-01-12 00:40:23,fraud_Bednar Group,misc_net,76.07,F,Sherman,TX,46563,Systems developer,1326328823,0,54
301,2019-01-12 02:04:38,"fraud_Hoppe, Harris and Bednar",entertainment,50.62,F,San Jose,CA,973849,Science writer,1326333878,0,69
302,2019-01-12 03:36:28,fraud_Kemmer-Reinger,grocery_net,54.12,F,Cherokee Village,AR,4726,Pharmacologist,1326339388,0,47
303,2019-01-12 05:02:19,fraud_Koepp-Witting,grocery_pos,191.79,F,Odessa,MO,9512,Clinical research associate,1326344539,0,51
304,2019-01-12 06:27:31,fraud_Heller-Langosh,gas_transport,59.98,F,Wilton,ND,1190,"Designer, ceramics/pottery",1326349651,0,76
305,2019-01-12 07:36:21,fraud_Koss and Sons,gas_transport,71.31,M,Beaverdam,OH,349,Museum/gallery conservator,1326353781,0,45
306,2019-01-12 08:42:32,fraud_Kuvalis Ltd,gas_transport,59.23,M,Arcadia,MI,680,"Designer, jewellery",1326357752,0,57
307,2019-01-12 09:51:39,"fraud_Olson, Becker and Koch",gas_transport,56.62,M,North Judson,IN,5791,"Doctor, general practice",1326361899,0,65
308,2019-01-12 11:23:36,fraud_Ledner-Pfannerstill,gas_transport,75.16,F,Jones,AL,1089,Materials engineer,1326367416,0,53
309,2019-01-12 12:30:29,"fraud_Moore, Williamson and Emmerich",home,85.49,F,Clarksville,TN,151785,Pathologist,1326371429,0,50
310,2019-01-12 13:29:20,"fraud_Hahn, Bahringer and McLaughlin",personal_care,19.42,F,Bellmore,NY,34496,"Librarian, public",1326374960,0,54
311,2019-01-12 14:08:24,"fraud_Brown, Homenick and Lesch",health_fitness,36.69,F,Littleton,CO,320420,Water engineer,1326377304,0,49
312,2019-01-12 15:05:25,"fraud_McCullough, Hudson and Schuster",food_dining,3.86,F,Mulberry Grove,IL,1810,Race relations officer,1326380725,0,49
313,2019-01-12 15:40:01,fraud_Hermann and Sons,shopping_pos,8.69,F,Cleveland,TX,34153,Building surveyor,1326382801,0,29
314,2019-01-12 16:21:32,fraud_Ullrich Ltd,kids_pets,17.23,M,Fayetteville,NC,238602,"Scientist, research (maths)",1326385292,0,31
315,2019-01-12 17:18:53,fraud_Barrows PLC,shopping_pos,6.58,M,Kensington,MD,19054,Operations geologist,1326388733,0,48
316,2019-01-12 18:01:03,"fraud_Kunze, Larkin and Mayert",travel,8.84,F,Fairhope,AL,27829,"Presenter, broadcasting",1326391263,0,70
317,2019-01-12 18:37:21,fraud_Dietrich-Fadel,health_fitness,70.3,M,Fiddletown,CA,832,Immigration officer,1326393441,0,37
318,2019-01-12 19:20:13,"fraud_Dare, Fritsch and Zboncak",health_fitness,101.53,F,Corsica,PA,1274,Maintenance engineer,1326396013,0,75
319,2019-01-12 20:29:33,"fraud_Romaguera, Wehner and Tromp",kids_pets,89.46,F,Mc Clellandtown,PA,2379,"Sales professional, IT",1326400173,0,53
320,2019-01-12 21:17:03,fraud_Kautzer and Sons,personal_care,19.15,M,Mesa,ID,129,Cartographer,1326403023,0,59
321,2019-01-12 22:03:06,fraud_Kozey-McDermott,travel,4.52,M,El Paso,TX,749635,Market researcher,1326405786,0,51
322,2019-01-12 22:53:31,"fraud_McDermott, Osinski and Morar",home,76.25,M,Utica,PA,1102,Garment/textile technologist,1326408811,0,35
323,2019-01-12 23:41:45,fraud_Romaguera Ltd,health_fitness,53.34,F,Sun City,CA,54287,"Designer, exhibition/display",1326411705,0,52
324,2019-01-13 00:32:05,fraud_Block-Parisian,misc_net,17.9,M,Emmons,MN,744,Communications engineer,1326414725,0,56
325,2019-01-13 01:32:53,fraud_Kuhic Inc,grocery_pos,78.32,F,Mount Morris,NY,4895,Acupuncturist,1326418373,0,66
326,2019-01-13 02:36:16,fraud_Kiehn Inc,grocery_pos,140.04,M,West Bethel,ME,47,Chief Operating Officer,1326422176,0,73
327,2019-01-13 03:32:23,"fraud_Huel, Hammes and Witting",grocery_pos,102.31,M,Shippingport,PA,198,Secretary/administrator,1326425543,0,46
328,2019-01-13 04:36:43,fraud_McDermott-Rice,misc_pos,5.15,F,Hinckley,OH,7646,Medical sales representative,1326429403,0,36
329,2019-01-13 05:21:32,fraud_Friesen-D'Amore,gas_transport,59.86,M,Cass,WV,365,Special effects artist,1326432092,0,54
330,2019-01-13 06:09:08,fraud_Hills-Witting,shopping_net,6.76,F,Henderson,WV,642,Building services engineer,1326434948,0,78
331,2019-01-13 07:04:30,"fraud_Huel, Hammes and Witting",grocery_pos,79.06,M,Lake Jackson,TX,28739,Futures trader,1326438270,0,24
332,2019-01-13 07:51:07,fraud_Friesen-Stamm,gas_transport,87.39,F,Camden,NY,6460,Building control surveyor,1326441067,0,65
333,2019-01-13 08:45:35,fraud_Murray Ltd,grocery_net,20.06,M,Conway,NH,3807,Surgeon,1326444335,0,25
334,2019-01-13 09:45:16,"fraud_Adams, Kovacek and Kuhlman",grocery_net,62.3,M,Moriarty,NM,7268,"Therapist, art",1326447916,0,36
335,2019-01-13 10:57:16,"fraud_Huel, Hammes and Witting",grocery_pos,120.27,M,Alder,MT,286,Chief of Staff,1326452236,0,35
336,2019-01-13 11:57:56,fraud_Deckow-O'Conner,grocery_pos,65.32,M,Oxford,MI,24840,Agricultural consultant,1326455876,0,64
337,2019-01-13 12:49:18,fraud_Beier and Sons,home,22.74,F,Prairie Hill,TX,263,Barrister,1326458958,0,68
338,2019-01-13 13:27:13,fraud_Lesch Ltd,shopping_pos,8.77,M,Omaha,NE,518429,"Surveyor, land/geomatics",1326461233,0,29
339,2019-01-13 14:02:31,fraud_Jakubowski Inc,home,92.82,M,Williams,IN,1735,Financial adviser,1326463351,0,34
340,2019-01-13 14:46:19,fraud_Gaylord-Powlowski,home,63.72,F,Walnut Ridge,AR,7155,"Engineer, control and instrumentation",1326465979,0,47
341,2019-01-13 15:21:02,"fraud_Hintz, Bauch and Smith",health_fitness,21.87,F,Littleton,CO,320420,Water engineer,1326468062,0,49
342,2019-01-13 15:58:28,"fraud_Daugherty, Pouros and Beahan",shopping_pos,2.76,F,Thompson,UT,46,"Surveyor, minerals",1326470308,0,37
343,2019-01-13 16:31:24,fraud_Waters-Cruickshank,health_fitness,5.21,M,Harrington Park,NJ,4664,"Radiographer, diagnostic",1326472284,0,59
344,2019-01-13 17:05:35,fraud_Schaefer Ltd,kids_pets,50.01,F,Superior,AZ,2872,Petroleum engineer,1326474335,0,37
345,2019-01-13 17:42:08,"fraud_Haley, Jewess and Bechtelar",shopping_pos,7.04,M,Lonsdale,MN,5211,Chief Strategy Officer,1326476528,0,37
346,2019-01-13 18:14:41,fraud_Marvin-Lind,personal_care,14.33,F,Kingsford Heights,IN,1423,"Psychologist, forensic",1326478481,0,26
347,2019-01-13 18:44:59,fraud_Bartoletti and Sons,personal_care,81.34,F,Holstein,NE,331,Telecommunications researcher,1326480299,0,74
348,2019-01-13 19:16:43,"fraud_Zemlak, Tillman and Cremin",personal_care,75.63,F,Littleton,CO,320420,Water engineer,1326482203,0,49
349,2019-01-13 19:47:38,fraud_Cartwright PLC,kids_pets,144.24,M,Lawrence,MA,76383,Geoscientist,1326484058,0,39
350,2019-01-13 20:26:19,"fraud_Hoppe, Harris and Bednar",entertainment,25.18,F,Stanchfield,MN,2607,"Lecturer, further education",1326486379,0,29
351,2019-01-13 21:04:52,fraud_Zulauf LLC,personal_care,38.07,M,Spring Church,PA,972,Public relations account executive,1326488692,0,27
352,2019-01-13 21:45:01,fraud_Treutel-King,travel,30.24,F,Jermyn,PA,6508,Training and development officer,1326491101,0,43
353,2019-01-13 22:25:10,fraud_Dibbert-Green,entertainment,118.93,F,Birmingham,IA,888,Camera operator,1326493510,0,36
354,2019-01-13 23:07:26,fraud_Erdman-Ebert,personal_care,42.4,F,Halstad,MN,771,"Scientist, audiological",1326496046,0,52
355,2019-01-13 23:40:48,fraud_Cartwright PLC,kids_pets,35.16,M,Portland,OR,841711,"Engineer, building services",1326498048,0,61
356,2019-01-14 00:11:47,fraud_Collier Inc,grocery_net,36.59,M,Bowdoin,ME,3224,"Engineer, electronics",1326499907,0,27
357,2019-01-14 01:01:58,"fraud_Willms, Kris and Bergnaum",shopping_pos,7.8,M,Mooresville,NC,69793,Control and instrumentation engineer,1326502918,0,71
358,2019-01-14 01:43:48,"fraud_Olson, Becker and Koch",gas_transport,88.24,F,Blackville,SC,4913,Technical brewer,1326505428,0,58
359,2019-01-14 02:24:18,fraud_Pacocha-O'Reilly,grocery_pos,192.47,F,Sebring,FL,50835,Environmental consultant,1326507858,0,38
360,2019-01-14 03:07:09,fraud_Lesch Ltd,shopping_pos,4.23,F,Bay Minette,AL,19090,Science writer,1326510429,0,95
361,2019-01-14 03:47:47,fraud_Cummings LLC,gas_transport,52.68,M,Nelson,NE,732,Television/film/video producer,1326512867,0,68
362,2019-01-14 04:36:40,fraud_Skiles-Ankunding,grocery_net,69.89,M,San Antonio,TX,1595797,Exhibition designer,1326515800,0,48
363,2019-01-14 05:26:30,fraud_Koepp-Witting,grocery_pos,45.31,M,Wilmette,IL,27020,Trade mark attorney,1326518790,0,38
